country,continent,year,population,gdp,primary_energy_consumption,renewable_energy_consumption,renewables_share_energy,electricity_generation,fossil_fuel_consumption,coal_consumption,oil_consumption,gas_consumption,nuclear_consumption,solar_capacity_mw,wind_capacity_mw,hydro_capacity_mw,carbon_emissions_mt,energy_imports_twh,energy_exports_twh,energy_intensity_gdp,average_energy_price_usd_per_kwh,industrial_energy_use_twh,residential_energy_use_twh,transport_energy_use_twh,temperature_celsius,renewable_investment_usd_billion,energy_efficiency_index,urbanization_rate,policy_index
Mexico,North America,2007,110.98,1056.71,3.08,0.48,15.6,1.19,2.6,0.76,0.97,0.87,0.06,105.84,176.77,409.49,2.04,0.74,0.06,0.0026,0.0711,1.23,0.92,0.92,13.12,10.96,53.39,53.5,5.54
Mexico,North America,2008,112.65,1125.4,3.17,0.52,16.4,1.24,2.65,0.76,0.98,0.92,0.06,134.29,211.72,428.1,2.07,0.88,0.06,0.0025,0.0603,1.27,0.95,0.95,13.18,14.11,53.07,54.0,5.52
Mexico,North America,2009,114.34,1198.55,3.27,0.56,17.2,1.29,2.71,0.75,0.99,0.97,0.07,170.38,253.57,447.56,2.1,0.68,0.07,0.0024,0.0886,1.31,0.98,0.98,13.1,18.13,57.02,54.5,5.64
Mexico,North America,2010,116.05,1276.45,3.37,0.61,18.0,1.35,2.76,0.75,0.99,1.02,0.07,216.17,303.7,467.9,2.14,0.66,0.07,0.0022,0.0582,1.35,1.01,1.01,12.21,23.24,55.69,55.0,5.69
Mexico,North America,2011,117.79,1359.42,3.47,0.69,20.0,1.4,2.78,0.73,0.99,1.06,0.07,274.26,363.75,489.17,2.12,0.7,0.07,0.0021,0.0955,1.39,1.04,1.04,12.72,31.62,59.49,55.5,5.28
Mexico,North America,2012,119.56,1447.79,3.57,0.79,22.0,1.47,2.79,0.71,0.98,1.1,0.07,347.97,435.66,511.4,2.11,1.0,0.07,0.002,0.0949,1.43,1.07,1.07,12.45,42.6,59.83,56.0,6.06
Mexico,North America,2013,121.36,1541.89,3.68,0.88,24.0,1.53,2.8,0.69,0.97,1.14,0.07,441.49,521.79,534.64,2.09,0.65,0.07,0.0019,0.0796,1.47,1.1,1.1,12.32,56.92,59.19,56.5,5.82
Mexico,North America,2014,123.18,1642.11,3.79,0.99,26.0,1.59,2.81,0.67,0.97,1.17,0.08,560.14,624.95,558.94,2.08,0.61,0.08,0.0018,0.062,1.52,1.14,1.14,11.83,75.52,63.65,57.0,6.15
Mexico,North America,2015,125.02,1748.85,3.91,1.09,28.0,1.66,2.81,0.65,0.96,1.21,0.08,710.67,748.5,584.35,2.06,1.15,0.08,0.0017,0.0798,1.56,1.17,1.17,12.22,99.61,63.02,57.5,8.19
Mexico,North America,2016,126.9,1862.53,4.03,1.21,30.0,1.73,2.82,0.63,0.95,1.25,0.08,901.67,896.48,610.9,2.04,0.67,0.08,0.0016,0.0896,1.61,1.21,1.21,12.07,130.72,64.68,58.0,8.55
Mexico,North America,2017,128.8,1983.59,4.15,1.33,32.0,1.8,2.82,0.6,0.94,1.28,0.08,1143.99,1073.71,638.67,2.01,0.72,0.08,0.0016,0.068,1.66,1.24,1.24,13.24,170.77,65.24,58.5,8.11
Mexico,North America,2018,130.73,2112.52,4.27,1.45,34.0,1.88,2.82,0.58,0.92,1.31,0.09,1451.44,1285.98,667.7,1.99,1.28,0.09,0.0015,0.0693,1.71,1.28,1.28,13.11,222.22,68.53,59.0,8.44
Mexico,North America,2019,132.7,2249.84,4.4,1.58,36.0,1.96,2.82,0.56,0.91,1.35,0.09,1841.51,1540.22,698.04,1.96,0.75,0.09,0.0014,0.0734,1.76,1.32,1.32,12.37,288.17,66.2,59.5,9.04
Mexico,North America,2020,134.69,2396.08,4.54,1.72,38.0,2.04,2.81,0.53,0.9,1.38,0.09,2336.42,1844.72,729.77,1.94,0.72,0.09,0.0013,0.0904,1.81,1.36,1.36,13.79,372.55,70.26,60.0,9.12
Mexico,North America,2021,136.71,2551.82,4.67,1.87,40.0,2.13,2.8,0.51,0.89,1.41,0.09,2964.33,2209.42,762.94,1.91,0.92,0.09,0.0013,0.0965,1.87,1.4,1.4,12.89,480.29,69.9,60.5,8.78
Mexico,North America,2022,138.76,2717.69,4.81,2.02,42.0,2.21,2.79,0.49,0.87,1.43,0.1,3761.0,2646.23,797.61,1.87,1.36,0.1,0.0012,0.091,1.93,1.44,1.44,12.27,617.65,70.87,61.0,9.21
Mexico,North America,2023,140.84,2894.34,4.96,2.18,44.0,2.31,2.78,0.46,0.86,1.46,0.1,4771.77,3169.39,833.87,1.84,1.36,0.1,0.0011,0.1038,1.98,1.49,1.49,13.46,792.49,70.64,61.5,9.37
Mexico,North America,2024,142.95,3082.47,5.11,2.35,46.0,2.4,2.76,0.44,0.84,1.48,0.1,6054.18,3795.97,871.77,1.81,1.14,0.1,0.0011,0.0768,2.04,1.53,1.53,12.48,1014.72,74.84,62.0,9.24
Indonesia,Asia,2000,211.0,165.0,5.28,0.53,10.0,1.85,4.75,1.66,1.9,1.19,0.11,42.2,105.5,633.0,3.83,1.21,0.11,0.032,0.0486,2.11,1.58,1.58,17.02,0.41,43.96,50.0,4.48
Indonesia,Asia,2001,214.16,175.72,5.43,0.59,10.8,1.93,4.85,1.66,1.92,1.27,0.11,53.54,126.36,661.77,3.9,1.47,0.11,0.0305,0.0799,2.17,1.63,1.63,18.02,0.55,44.64,50.5,4.2
Indonesia,Asia,2002,217.38,187.15,5.6,0.65,11.6,2.02,4.95,1.65,1.94,1.36,0.11,67.93,151.34,691.85,3.96,1.22,0.11,0.029,0.0768,2.24,1.68,1.68,17.28,0.72,47.35,51.0,3.95
Indonesia,Asia,2003,220.64,199.31,5.77,0.72,12.4,2.11,5.05,1.65,1.96,1.45,0.12,86.19,181.26,723.29,4.03,1.15,0.12,0.0276,0.074,2.31,1.73,1.73,18.07,0.94,48.1,51.5,4.34
Indonesia,Asia,2004,223.95,212.27,5.94,0.78,13.2,2.2,5.16,1.64,1.98,1.54,0.12,109.35,217.09,756.17,4.09,1.3,0.12,0.0263,0.0774,2.38,1.78,1.78,18.94,1.23,51.62,52.0,4.89
Indonesia,Asia,2005,227.31,226.06,6.12,0.86,14.0,2.3,5.26,1.63,2.0,1.63,0.12,138.74,260.01,790.53,4.16,1.21,0.12,0.025,0.075,2.45,1.84,1.84,18.08,1.59,50.02,52.5,5.09
Indonesia,Asia,2006,230.72,240.76,6.31,0.93,14.8,2.4,5.37,1.62,2.02,1.73,0.13,176.02,311.42,826.46,4.23,0.98,0.13,0.0238,0.0851,2.52,1.89,1.89,18.16,2.06,52.75,53.0,5.06
Indonesia,Asia,2007,234.18,256.41,6.5,1.01,15.6,2.5,5.48,1.61,2.04,1.83,0.13,223.33,372.98,864.03,4.3,1.85,0.13,0.0227,0.076,2.6,1.95,1.95,18.51,2.66,51.67,53.5,5.07
Indonesia,Asia,2008,237.69,273.07,6.69,1.1,16.4,2.61,5.6,1.6,2.06,1.94,0.13,283.35,446.72,903.3,4.37,1.15,0.13,0.0216,0.0815,2.68,2.01,2.01,18.34,3.42,55.32,54.0,4.74
Indonesia,Asia,2009,241.26,290.82,6.9,1.19,17.2,2.72,5.71,1.59,2.08,2.04,0.14,359.5,535.04,944.35,4.44,1.12,0.14,0.0205,0.0822,2.76,2.07,2.07,17.5,4.4,54.09,54.5,4.86
Indonesia,Asia,2010,244.87,309.73,7.1,1.28,18.0,2.84,5.83,1.57,2.1,2.16,0.14,456.11,640.82,987.27,4.51,2.09,0.14,0.0195,0.0845,2.84,2.13,2.13,18.11,5.64,56.19,55.0,5.35
Indonesia,Asia,2011,248.55,329.86,7.32,1.46,20.0,2.96,5.86,1.53,2.08,2.24,0.15,578.69,767.5,1032.14,4.48,1.95,0.15,0.0185,0.083,2.93,2.2,2.2,17.81,7.67,56.9,55.5,5.25
Indonesia,Asia,2012,252.28,351.3,7.54,1.66,22.0,3.09,5.88,1.49,2.07,2.32,0.15,734.22,919.24,1079.05,4.45,1.88,0.15,0.0176,0.0886,3.02,2.26,2.26,18.01,10.34,57.48,56.0,5.38
Indonesia,Asia,2013,256.06,374.14,7.77,1.86,24.0,3.22,5.9,1.45,2.05,2.4,0.16,931.54,1100.97,1128.1,4.42,2.29,0.16,0.0167,0.0713,3.11,2.33,2.33,19.06,13.81,61.1,56.5,5.83
Indonesia,Asia,2014,259.9,398.45,8.0,2.08,26.0,3.36,5.92,1.41,2.04,2.48,0.16,1181.89,1318.64,1179.37,4.38,1.45,0.16,0.0159,0.0659,3.2,2.4,2.4,18.79,18.33,62.9,57.0,6.24
Indonesia,Asia,2015,263.8,424.35,8.25,2.31,28.0,3.5,5.94,1.37,2.02,2.55,0.16,1499.52,1579.33,1232.97,4.34,1.89,0.16,0.0151,0.0642,3.3,2.47,2.47,19.54,24.17,64.19,57.5,8.04
Indonesia,Asia,2016,267.76,451.94,8.49,2.55,30.0,3.65,5.95,1.32,2.0,2.63,0.17,1902.52,1891.56,1289.01,4.3,2.52,0.17,0.0143,0.0881,3.4,2.55,2.55,18.8,31.72,65.19,58.0,8.71
Indonesia,Asia,2017,271.77,481.31,8.75,2.8,32.0,3.81,5.95,1.27,1.98,2.7,0.18,2413.82,2265.53,1347.59,4.25,2.17,0.18,0.0135,0.0706,3.5,2.63,2.63,18.36,41.44,67.11,58.5,8.27
Indonesia,Asia,2018,275.85,512.6,9.02,3.07,34.0,3.97,5.95,1.23,1.95,2.77,0.18,3062.54,2713.42,1408.84,4.2,1.86,0.18,0.0128,0.0843,3.61,2.7,2.7,18.6,53.92,67.05,59.0,9.14
Indonesia,Asia,2019,279.99,545.92,9.29,3.34,36.0,4.13,5.94,1.18,1.93,2.84,0.19,3885.59,3249.87,1472.87,4.14,1.73,0.19,0.0122,0.0734,3.72,2.79,2.79,18.15,69.92,69.35,59.5,9.0
Indonesia,Asia,2020,284.19,581.4,9.57,3.64,38.0,4.31,5.93,1.13,1.9,2.91,0.19,4929.85,3892.36,1539.82,4.08,1.85,0.19,0.0115,0.1026,3.83,2.87,2.87,19.52,90.4,70.39,60.0,9.42
Indonesia,Asia,2021,288.45,619.19,9.86,3.94,40.0,4.49,5.91,1.08,1.87,2.97,0.2,6254.75,4661.88,1609.8,4.02,1.85,0.2,0.0109,0.1017,3.94,2.96,2.96,18.76,116.54,71.57,60.5,9.38
Indonesia,Asia,2022,292.78,659.44,10.16,4.27,42.0,4.67,5.89,1.02,1.84,3.03,0.2,7935.71,5583.54,1682.97,3.96,2.71,0.2,0.0103,0.0992,4.06,3.05,3.05,18.23,149.87,71.58,61.0,9.78
Indonesia,Asia,2023,297.17,702.3,10.46,4.6,44.0,4.87,5.86,0.97,1.8,3.08,0.21,10068.43,6687.4,1759.46,3.88,3.04,0.21,0.0098,0.0762,4.19,3.14,3.14,18.25,192.29,71.13,61.5,9.68
Indonesia,Asia,2024,301.63,747.95,10.78,4.96,46.0,5.07,5.82,0.92,1.77,3.13,0.22,12774.32,8009.5,1839.43,3.81,2.94,0.22,0.0092,0.0845,4.31,3.23,3.23,18.97,246.22,75.16,62.0,9.83
Netherlands,Europe,2000,16.0,420.0,0.8,0.12,15.0,0.28,0.68,0.24,0.27,0.17,0.02,16.0,32.0,80.0,0.53,0.19,0.02,0.0019,0.0836,0.24,0.24,0.24,10.02,1.58,59.19,75.0,6.07
Netherlands,Europe,2001,16.13,430.5,0.82,0.13,15.8,0.29,0.69,0.24,0.27,0.18,0.02,20.16,38.06,83.06,0.54,0.21,0.02,0.0019,0.0969,0.25,0.25,0.25,10.31,1.96,62.24,75.5,5.81
Netherlands,Europe,2002,16.26,441.26,0.84,0.14,16.6,0.3,0.7,0.23,0.27,0.19,0.02,25.4,45.27,86.24,0.54,0.18,0.02,0.0018,0.0644,0.25,0.25,0.25,9.57,2.42,63.31,76.0,6.79
Netherlands,Europe,2003,16.39,452.29,0.86,0.15,17.4,0.31,0.71,0.23,0.27,0.2,0.02,32.01,53.85,89.53,0.55,0.14,0.02,0.0018,0.0821,0.26,0.26,0.26,10.72,2.99,62.42,76.5,6.51
Netherlands,Europe,2004,16.52,463.6,0.88,0.16,18.2,0.32,0.72,0.23,0.28,0.21,0.02,40.33,64.05,92.96,0.55,0.23,0.02,0.0018,0.0926,0.26,0.26,0.26,9.54,3.69,64.22,77.0,6.88
Netherlands,Europe,2005,16.65,475.19,0.9,0.17,19.0,0.34,0.73,0.23,0.28,0.23,0.02,50.81,76.18,96.51,0.56,0.21,0.02,0.0017,0.0702,0.27,0.27,0.27,10.72,4.54,64.14,77.5,7.0
Netherlands,Europe,2006,16.78,487.07,0.92,0.18,19.8,0.35,0.74,0.22,0.28,0.24,0.02,64.02,90.62,100.2,0.56,0.17,0.02,0.0017,0.1103,0.28,0.28,0.28,9.98,5.58,66.51,78.0,6.55
Netherlands,Europe,2007,16.92,499.25,0.94,0.19,20.6,0.36,0.75,0.22,0.28,0.25,0.02,80.67,107.78,104.03,0.57,0.18,0.02,0.0017,0.1091,0.28,0.28,0.28,11.27,6.84,67.87,78.5,7.0
Netherlands,Europe,2008,17.05,511.73,0.96,0.21,21.4,0.37,0.75,0.22,0.28,0.26,0.02,101.64,128.2,108.01,0.57,0.25,0.02,0.0017,0.1114,0.29,0.29,0.29,10.51,8.37,69.17,79.0,7.11
Netherlands,Europe,2009,17.19,524.52,0.98,0.22,22.2,0.39,0.76,0.21,0.28,0.27,0.02,128.07,152.49,112.14,0.58,0.25,0.02,0.0016,0.0781,0.29,0.29,0.29,10.6,10.24,70.22,79.5,7.64
Netherlands,Europe,2010,17.33,537.64,1.01,0.23,23.0,0.4,0.77,0.21,0.28,0.29,0.02,161.37,181.37,116.43,0.58,0.16,0.02,0.0016,0.1035,0.3,0.3,0.3,10.36,12.51,72.57,80.0,7.06
Netherlands,Europe,2011,17.47,551.08,1.03,0.26,25.0,0.42,0.77,0.2,0.27,0.29,0.02,203.33,215.73,120.88,0.57,0.24,0.02,0.0016,0.1045,0.31,0.31,0.31,10.56,16.02,73.61,80.5,7.83
Netherlands,Europe,2012,17.61,564.85,1.05,0.28,27.0,0.43,0.77,0.2,0.27,0.3,0.02,256.19,256.6,125.51,0.56,0.28,0.02,0.0015,0.0948,0.32,0.32,0.32,11.13,20.4,74.39,81.0,7.38
Netherlands,Europe,2013,17.75,578.97,1.08,0.31,29.0,0.45,0.76,0.19,0.27,0.31,0.02,322.8,305.21,130.3,0.56,0.17,0.02,0.0015,0.0994,0.32,0.32,0.32,11.09,25.83,76.43,81.5,8.24
Netherlands,Europe,2014,17.89,593.45,1.1,0.34,31.0,0.46,0.76,0.18,0.26,0.32,0.02,406.73,363.03,135.29,0.55,0.25,0.02,0.0015,0.1056,0.33,0.33,0.33,9.85,32.54,76.11,82.0,8.03
Netherlands,Europe,2015,18.03,608.29,1.13,0.37,33.0,0.48,0.76,0.17,0.26,0.32,0.02,512.48,431.81,140.46,0.54,0.18,0.02,0.0014,0.0988,0.34,0.34,0.34,10.8,40.83,78.94,82.5,10.0
Netherlands,Europe,2016,18.18,623.49,1.15,0.4,35.0,0.5,0.75,0.17,0.25,0.33,0.02,645.73,513.61,145.83,0.53,0.33,0.02,0.0014,0.1177,0.35,0.35,0.35,10.48,51.05,79.74,83.0,10.0
Netherlands,Europe,2017,18.32,639.08,1.18,0.44,37.0,0.51,0.74,0.16,0.25,0.34,0.02,813.62,610.9,151.41,0.51,0.2,0.02,0.0014,0.1104,0.35,0.35,0.35,11.36,63.62,79.94,83.5,10.0
Netherlands,Europe,2018,18.47,655.06,1.21,0.47,39.0,0.53,0.74,0.15,0.24,0.34,0.02,1025.16,726.63,157.2,0.5,0.29,0.02,0.0013,0.1034,0.36,0.36,0.36,10.44,79.04,80.94,84.0,10.0
Netherlands,Europe,2019,18.62,671.43,1.24,0.51,41.0,0.55,0.73,0.14,0.24,0.35,0.02,1291.7,864.29,163.21,0.49,0.19,0.02,0.0013,0.1313,0.37,0.37,0.37,10.31,97.95,82.87,84.5,10.0
Netherlands,Europe,2020,18.76,688.22,1.26,0.54,43.0,0.57,0.72,0.14,0.23,0.35,0.03,1627.54,1028.02,169.45,0.48,0.37,0.03,0.0013,0.1104,0.38,0.38,0.38,10.66,121.09,85.49,85.0,10.0
Netherlands,Europe,2021,18.91,705.42,1.29,0.58,45.0,0.59,0.71,0.13,0.22,0.36,0.03,2050.7,1222.77,175.93,0.47,0.23,0.03,0.0013,0.1341,0.39,0.39,0.39,10.76,149.37,85.13,85.5,10.0
Netherlands,Europe,2022,19.07,723.06,1.32,0.62,47.0,0.61,0.7,0.12,0.22,0.36,0.03,2583.88,1454.41,182.66,0.46,0.21,0.03,0.0012,0.1331,0.4,0.4,0.4,10.87,183.89,86.15,86.0,10.0
Netherlands,Europe,2023,19.22,741.14,1.35,0.66,49.0,0.63,0.69,0.11,0.21,0.36,0.03,3255.69,1729.93,189.64,0.44,0.36,0.03,0.0012,0.1124,0.41,0.41,0.41,11.14,225.99,86.14,86.5,10.0
Netherlands,Europe,2024,19.37,759.66,1.38,0.71,51.0,0.65,0.68,0.11,0.21,0.37,0.03,4102.16,2057.65,196.9,0.43,0.34,0.03,0.0012,0.1463,0.42,0.42,0.42,10.1,277.26,87.03,87.0,10.0
Saudi Arabia,Asia,2000,20.0,190.0,1.0,0.15,15.0,0.35,0.85,0.3,0.34,0.21,0.02,20.0,40.0,100.0,0.67,0.05,0.35,0.0053,0.0699,0.3,0.3,0.3,18.81,0.71,59.0,75.0,5.77
Saudi Arabia,Asia,2001,20.16,194.75,1.02,0.16,15.8,0.36,0.86,0.29,0.34,0.23,0.02,25.2,47.58,103.82,0.67,0.05,0.46,0.0052,0.08,0.31,0.31,0.31,18.59,0.88,59.46,75.5,6.14
Saudi Arabia,Asia,2002,20.32,199.62,1.05,0.17,16.6,0.38,0.87,0.29,0.34,0.24,0.02,31.75,56.59,107.79,0.68,0.05,0.32,0.0051,0.0665,0.31,0.31,0.31,18.89,1.1,60.96,76.0,6.33
Saudi Arabia,Asia,2003,20.48,204.61,1.07,0.19,17.4,0.39,0.88,0.29,0.34,0.25,0.02,40.01,67.31,111.92,0.69,0.05,0.41,0.005,0.0799,0.32,0.32,0.32,18.92,1.35,61.69,76.5,6.61
Saudi Arabia,Asia,2004,20.65,209.72,1.1,0.2,18.2,0.41,0.9,0.29,0.34,0.27,0.02,50.41,80.06,116.2,0.69,0.05,0.54,0.0049,0.0904,0.33,0.33,0.33,19.03,1.67,63.01,77.0,6.52
Saudi Arabia,Asia,2005,20.81,214.97,1.12,0.21,19.0,0.42,0.91,0.28,0.35,0.28,0.02,63.52,95.23,120.64,0.7,0.06,0.39,0.0048,0.0992,0.34,0.34,0.34,19.16,2.05,65.03,77.5,6.9
Saudi Arabia,Asia,2006,20.98,220.34,1.15,0.23,19.8,0.44,0.92,0.28,0.35,0.3,0.02,80.03,113.27,125.25,0.7,0.06,0.39,0.0047,0.0946,0.34,0.34,0.34,18.17,2.52,69.09,78.0,7.01
Saudi Arabia,Asia,2007,21.15,225.85,1.17,0.24,20.6,0.45,0.93,0.27,0.35,0.31,0.02,100.84,134.73,130.04,0.71,0.06,0.43,0.0047,0.0786,0.35,0.35,0.35,17.58,3.09,67.3,78.5,6.8
Saudi Arabia,Asia,2008,21.32,231.5,1.2,0.26,21.4,0.47,0.94,0.27,0.35,0.33,0.02,127.06,160.25,135.02,0.72,0.06,0.56,0.0046,0.0984,0.36,0.36,0.36,18.37,3.79,68.06,79.0,7.56
Saudi Arabia,Asia,2009,21.49,237.28,1.23,0.27,22.2,0.49,0.96,0.27,0.35,0.34,0.02,160.09,190.61,140.18,0.72,0.06,0.55,0.0045,0.0807,0.37,0.37,0.37,18.78,4.63,70.97,79.5,6.93
Saudi Arabia,Asia,2010,21.66,243.22,1.26,0.29,23.0,0.5,0.97,0.26,0.35,0.36,0.03,201.71,226.72,145.54,0.73,0.06,0.49,0.0044,0.0994,0.38,0.38,0.38,17.73,5.66,73.78,80.0,7.85
Saudi Arabia,Asia,2011,21.83,249.3,1.29,0.32,25.0,0.52,0.96,0.25,0.34,0.37,0.03,254.16,269.67,151.1,0.72,0.06,0.56,0.0043,0.1005,0.39,0.39,0.39,18.26,7.25,73.8,80.5,7.7
Saudi Arabia,Asia,2012,22.01,255.53,1.32,0.36,27.0,0.54,0.96,0.24,0.34,0.38,0.03,320.24,320.75,156.88,0.71,0.07,0.41,0.0042,0.1045,0.39,0.39,0.39,19.09,9.23,74.24,81.0,7.35
Saudi Arabia,Asia,2013,22.18,261.92,1.35,0.39,29.0,0.56,0.96,0.24,0.33,0.39,0.03,403.5,381.52,162.88,0.69,0.07,0.62,0.0041,0.0941,0.4,0.4,0.4,18.04,11.68,74.26,81.5,7.78
Saudi Arabia,Asia,2014,22.36,268.47,1.38,0.43,31.0,0.58,0.95,0.23,0.33,0.4,0.03,508.41,453.79,169.11,0.68,0.07,0.62,0.0041,0.1088,0.41,0.41,0.41,17.97,14.72,78.31,82.0,8.48
Saudi Arabia,Asia,2015,22.54,275.18,1.41,0.46,33.0,0.6,0.94,0.22,0.32,0.41,0.03,640.6,539.76,175.58,0.67,0.07,0.67,0.004,0.0996,0.42,0.42,0.42,18.5,18.47,79.94,82.5,10.0
Saudi Arabia,Asia,2016,22.72,282.06,1.44,0.5,35.0,0.62,0.94,0.21,0.31,0.41,0.03,807.16,642.01,182.29,0.66,0.07,0.44,0.0039,0.0946,0.43,0.43,0.43,18.57,23.09,80.84,83.0,10.0
Saudi Arabia,Asia,2017,22.9,289.11,1.47,0.55,37.0,0.64,0.93,0.2,0.31,0.42,0.03,1017.02,763.63,189.26,0.64,0.07,0.59,0.0038,0.0982,0.44,0.44,0.44,18.99,28.78,81.69,83.5,10.0
Saudi Arabia,Asia,2018,23.08,296.34,1.51,0.59,39.0,0.66,0.92,0.19,0.3,0.43,0.03,1281.44,908.29,196.5,0.63,0.08,0.69,0.0037,0.1346,0.45,0.45,0.45,18.13,35.76,81.69,84.0,10.0
Saudi Arabia,Asia,2019,23.27,303.74,1.54,0.63,41.0,0.69,0.91,0.18,0.3,0.44,0.03,1614.62,1080.36,204.01,0.62,0.08,0.71,0.0036,0.1211,0.46,0.46,0.46,19.03,44.31,83.99,84.5,10.0
Saudi Arabia,Asia,2020,23.46,311.34,1.58,0.68,43.0,0.71,0.9,0.17,0.29,0.44,0.03,2034.42,1285.02,211.81,0.6,0.08,0.76,0.0036,0.1213,0.47,0.47,0.47,18.12,54.78,84.78,85.0,10.0
Saudi Arabia,Asia,2021,23.64,319.12,1.62,0.73,45.0,0.74,0.89,0.16,0.28,0.45,0.03,2563.37,1528.46,219.91,0.59,0.08,0.59,0.0035,0.1363,0.48,0.48,0.48,19.65,67.57,84.31,85.5,10.0
Saudi Arabia,Asia,2022,23.83,327.1,1.65,0.78,47.0,0.76,0.88,0.15,0.27,0.45,0.03,3229.85,1818.01,228.32,0.57,0.08,0.54,0.0034,0.1121,0.5,0.5,0.5,18.25,83.19,87.98,86.0,10.0
Saudi Arabia,Asia,2023,24.02,335.28,1.69,0.83,49.0,0.79,0.86,0.14,0.27,0.45,0.03,4069.61,2162.41,237.05,0.55,0.08,0.56,0.0033,0.1236,0.51,0.51,0.51,19.15,102.23,85.93,86.5,10.0
Saudi Arabia,Asia,2024,24.21,343.66,1.73,0.88,51.0,0.81,0.85,0.13,0.26,0.46,0.03,5127.71,2572.06,246.12,0.54,0.09,0.8,0.0032,0.1282,0.52,0.52,0.52,19.89,125.43,88.47,87.0,10.0
Turkey,Asia,2000,64.0,270.0,1.6,0.16,10.0,0.56,1.44,0.5,0.58,0.36,0.03,12.8,32.0,192.0,1.16,0.4,0.03,0.0059,0.0654,0.64,0.48,0.48,17.33,0.68,46.53,50.0,3.93
Turkey,Asia,2001,64.96,287.55,1.65,0.18,10.8,0.59,1.47,0.5,0.58,0.39,0.03,16.24,38.33,200.73,1.18,0.29,0.03,0.0056,0.042,0.66,0.49,0.49,18.16,0.89,46.31,50.5,4.37
Turkey,Asia,2002,65.93,306.24,1.7,0.2,11.6,0.61,1.5,0.5,0.59,0.41,0.03,20.6,45.9,209.85,1.2,0.48,0.03,0.0054,0.0462,0.68,0.51,0.51,18.54,1.17,46.15,51.0,4.66
Turkey,Asia,2003,66.92,326.15,1.75,0.22,12.4,0.64,1.53,0.5,0.59,0.44,0.03,26.14,54.98,219.39,1.22,0.48,0.03,0.0051,0.0661,0.7,0.52,0.52,18.54,1.54,47.86,51.5,4.42
Turkey,Asia,2004,67.93,347.35,1.8,0.24,13.2,0.67,1.56,0.5,0.6,0.47,0.04,33.17,65.85,229.36,1.24,0.49,0.04,0.0049,0.0644,0.72,0.54,0.54,17.88,2.0,49.78,52.0,4.93
Turkey,Asia,2005,68.95,369.92,1.86,0.26,14.0,0.7,1.6,0.5,0.61,0.5,0.04,42.08,78.87,239.78,1.26,0.37,0.04,0.0046,0.0545,0.74,0.56,0.56,18.62,2.6,52.3,52.5,4.35
Turkey,Asia,2006,69.98,393.97,1.91,0.28,14.8,0.73,1.63,0.49,0.61,0.52,0.04,53.39,94.46,250.68,1.28,0.36,0.04,0.0044,0.0547,0.77,0.57,0.57,17.94,3.37,52.0,53.0,5.15
Turkey,Asia,2007,71.03,419.58,1.97,0.31,15.6,0.76,1.66,0.49,0.62,0.56,0.04,67.74,113.13,262.07,1.3,0.49,0.04,0.0042,0.0753,0.79,0.59,0.59,17.98,4.35,54.77,53.5,5.02
Turkey,Asia,2008,72.1,446.85,2.03,0.33,16.4,0.79,1.7,0.49,0.62,0.59,0.04,85.94,135.5,273.99,1.32,0.6,0.04,0.004,0.0774,0.81,0.61,0.61,17.57,5.6,55.3,54.0,5.03
Turkey,Asia,2009,73.18,475.89,2.09,0.36,17.2,0.83,1.73,0.48,0.63,0.62,0.04,109.04,162.29,286.44,1.35,0.53,0.04,0.0038,0.0563,0.84,0.63,0.63,17.71,7.2,57.22,54.5,5.08
Turkey,Asia,2010,74.27,506.83,2.15,0.39,18.0,0.86,1.77,0.48,0.64,0.65,0.04,138.35,194.37,299.46,1.37,0.59,0.04,0.0036,0.0662,0.86,0.65,0.65,18.69,9.23,57.78,55.0,5.51
Turkey,Asia,2011,75.39,539.77,2.22,0.44,20.0,0.9,1.78,0.47,0.63,0.68,0.04,175.53,232.8,313.07,1.36,0.43,0.04,0.0034,0.065,0.89,0.67,0.67,17.51,12.56,57.42,55.5,5.8
Turkey,Asia,2012,76.52,574.86,2.29,0.5,22.0,0.94,1.78,0.45,0.63,0.7,0.05,222.7,278.82,327.3,1.35,0.66,0.05,0.0033,0.0928,0.91,0.69,0.69,19.01,16.92,60.55,56.0,5.96
Turkey,Asia,2013,77.67,612.22,2.36,0.57,24.0,0.98,1.79,0.44,0.62,0.73,0.05,282.55,333.94,342.17,1.34,0.45,0.05,0.0031,0.0958,0.94,0.71,0.71,18.86,22.6,60.84,56.5,5.56
Turkey,Asia,2014,78.83,652.02,2.43,0.63,26.0,1.02,1.8,0.43,0.62,0.75,0.05,358.49,399.97,357.72,1.33,0.53,0.05,0.0029,0.0794,0.97,0.73,0.73,19.29,29.99,61.99,57.0,5.98
Turkey,Asia,2015,80.01,694.4,2.5,0.7,28.0,1.06,1.8,0.41,0.61,0.77,0.05,454.83,479.04,373.98,1.32,0.74,0.05,0.0028,0.0669,1.0,0.75,0.75,18.45,39.55,61.17,57.5,8.49
Turkey,Asia,2016,81.22,739.53,2.58,0.77,30.0,1.11,1.8,0.4,0.61,0.8,0.05,577.07,573.74,390.98,1.3,0.74,0.05,0.0026,0.0752,1.03,0.77,0.77,19.36,51.9,63.37,58.0,8.81
